label,switch_pred,switch_nn_output,f0,f1,f2,f3,f4,f5,f6,f7,f8
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1302155,45,-756,-293,489,509,-345,-286,-17,1
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
0,0,-467829,45,-600,686,489,509,-345,-1050,-21,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,115579,45,-600,686,489,509,869,-286,-22,-39
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,295441,265,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
0,0,-1212249,45,-756,-293,489,509,626,-286,-23,-15
0,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,504883,-394,368,-420,-537,-515,-345,478,-20,-45
1,1,1040083,45,-600,686,489,509,869,-286,-14,1558
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1311826,45,-756,-293,489,509,-345,-286,-19,-39
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
1,1,145112,45,-600,686,489,509,626,-286,-23,-40
1,1,1300267,45,-600,686,489,509,1841,-286,6881,0
1,1,694099,-889,368,-420,-537,-515,-345,478,-21,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1178070,45,-756,-293,489,509,869,-286,-21,-42
1,1,976561,-2097,368,-420,-537,-515,-345,478,-23,-45
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,576589,45,-600,686,489,509,1841,-286,-3,-39
0,0,-1309582,45,-756,-293,489,509,-345,-286,-11,-36
0,0,-883465,45,-756,-293,489,509,1841,-286,89,-33
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
0,0,-1297688,45,-756,-293,489,509,-345,-286,-17,18
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,0,-73281,45,368,686,489,509,-345,-286,-21,-43
1,0,-73281,45,368,686,489,509,-345,-286,180,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1280572,45,-756,-293,489,509,-345,-286,-14,87
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,576589,45,-600,686,489,509,1841,-286,-4,-39
1,1,153281,45,-600,686,489,509,626,-286,-23,-32
0,0,-1302155,45,-756,-293,489,509,-345,-286,-17,1
1,1,670876,210,368,-420,-537,-515,-345,1241,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,282581,210,368,-420,-537,-515,-345,478,-21,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
0,0,-1269406,45,-756,-293,489,509,-345,-286,-12,131
1,0,-73281,45,368,686,489,509,-345,-286,-16,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-73281,45,368,686,489,509,-345,-286,-22,-44
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,214934,45,-600,686,489,509,-345,-286,-21,-32
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-1285779,45,-756,-293,489,509,-345,-286,-15,66
0,0,-1289497,45,-756,-293,489,509,-345,-286,-16,49
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
1,0,-73281,45,368,686,489,509,-345,-286,-21,-42
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1493809,210,-756,-293,-537,-515,-345,-1050,-22,-44
0,0,-1158178,45,-756,-293,489,509,869,-286,-19,-10
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-24,-45
0,0,-1256929,45,-756,-293,489,509,383,-286,-15,-32
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
0,0,112481,45,-600,686,489,509,869,-286,-21,-41
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,505659,-394,368,-420,-537,-515,-345,478,-23,-45
1,1,284109,210,368,-420,-537,-515,-345,478,-23,-45
1,1,178925,45,-600,686,489,509,383,-286,-20,-39
0,0,-1302155,45,-756,-293,489,509,-345,-286,-17,1
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,747303,-1026,368,-420,-537,-515,-345,478,-23,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
0,0,-1267174,45,-756,-293,489,509,-345,-286,-12,140
1,1,335436,45,-600,686,489,509,1841,-286,763,-35
0,0,-1297021,210,-756,-293,-537,-515,140,-1050,-23,-44
0,0,-1226565,45,-756,-293,489,509,626,-286,-23,-38
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,808455,210,368,-420,-537,-515,140,478,-24,-45
1,1,290193,238,368,-420,-537,-515,-345,478,-23,-45
1,1,366061,45,-600,686,489,509,1841,-286,667,-35
0,0,-822850,-2839,-913,-420,-537,-515,-345,478,-24,-45
