label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold,result
NORMAL,0,0,96,260,62,1,58,17,59,0,-1278241,-420650,ALLOWED (Correct)
ATTACK,32,512,96,84,508,1,504,253,298,1,120215,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,226483,-420650,BLOCKED (Correct)
ATTACK,1,512,96,68,124,1,504,16,15,0,-581941,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-581941,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-581941,-420650,MISSED
ATTACK,0,0,96,36,124,1,504,41,19,0,-555864,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,40,16,1,-209539,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,14,1,1,-209539,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,124,1,504,30,12,0,-565787,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,285833,-420650,BLOCKED (Correct)
NORMAL,0,0,96,44,62,1,58,14,7,0,-766725,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,9,512,96,100,124,1,504,74,75,0,-521448,-420650,MISSED
NORMAL,0,0,96,340,62,1,58,16,75,0,-1271088,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,26,2,1,-45235,-420650,BLOCKED (Correct)
NORMAL,0,0,96,512,62,1,58,16,179,0,-1183004,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-1183004,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,229417,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-682050,-420650,MISSED
NORMAL,0,0,96,68,62,1,58,36,23,0,-754208,-420650,ALLOWED (Correct)
ATTACK,0,0,512,4,508,0,120,54,7,0,-754208,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,0,-566487,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-566487,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,30,2,1,263706,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,339,416,1,65639,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,96,36,508,1,504,105,43,1,-104208,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,25,1,1,-44990,-420650,BLOCKED (Correct)
NORMAL,0,0,96,108,62,1,58,67,69,1,26866,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,0,-758282,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,92,62,1,58,34,31,0,-755547,-420650,ALLOWED (Correct)
ATTACK,1,512,96,436,124,1,504,34,46,0,-559895,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,100,62,1,58,72,62,0,-716417,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,52,3,1,-38443,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-38443,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-38443,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,17,8,1,-259140,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-259140,-420650,BLOCKED (Correct)
NORMAL,1,512,96,228,62,1,58,35,92,0,-680952,-420650,ALLOWED (Correct)
NORMAL,0,0,96,92,62,1,58,34,31,0,-755547,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-755547,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,40,15,1,61109,-420650,BLOCKED (Correct)
NORMAL,0,0,96,92,62,1,58,77,61,0,-714199,-420650,ALLOWED (Correct)
NORMAL,0,0,96,52,62,1,58,21,22,0,-761596,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,124,1,504,28,12,0,-566880,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-566880,-420650,MISSED
ATTACK,0,0,96,44,508,1,504,16,13,1,19205,-420650,BLOCKED (Correct)
ATTACK,3,512,96,28,124,1,504,46,18,0,-551268,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,17,8,1,-261741,-420650,BLOCKED (Correct)
ATTACK,56,512,272,0,508,0,0,37,165,1,303580,-420650,BLOCKED (Correct)
ATTACK,3,512,96,164,124,1,504,512,512,1,-236512,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,62,1,58,306,139,1,-357636,-420650,FALSE ALARM
ATTACK,0,0,96,20,508,1,504,25,11,1,56371,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,56371,-420650,BLOCKED (Correct)
NORMAL,7,512,96,512,62,1,58,16,175,0,-1188111,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-445188,-420650,MISSED
NORMAL,0,0,96,28,508,1,504,23,10,1,-248017,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,243534,-420650,BLOCKED (Correct)
NORMAL,0,0,96,60,62,1,58,21,22,0,-761596,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,57,35,512,0,0,0,0,11,1,1,-47988,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,33,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,512,46,1,83488,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-742823,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,152,61,1,-42048,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-42048,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-1277676,-420650,ALLOWED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,0,-1278416,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,0,0,0,18,0,0,-1278416,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,508,1,504,512,512,1,172175,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,172175,-420650,BLOCKED (Correct)
ATTACK,55,260,512,0,508,0,0,41,23,1,172175,-420650,BLOCKED (Correct)
ATTACK,5,512,512,0,508,0,0,124,33,1,172175,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-725129,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-725129,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-725129,-420650,MISSED
ATTACK,0,0,96,52,124,1,504,31,13,0,-563672,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,27,11,1,-239903,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,254,16,1,-108337,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-108337,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,508,1,504,16,12,1,-259797,-420650,BLOCKED (Correct)
NORMAL,2,512,96,36,124,1,504,28,12,0,-566880,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,18,13,1,-255184,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,0,-746636,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,41,16,1,-207341,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,340,62,1,58,16,75,0,-1271088,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-1271088,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-1271088,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-1271088,-420650,MISSED
ATTACK,1,512,96,76,124,1,504,12,14,0,-583358,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-544458,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-544458,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-544458,-420650,MISSED
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,508,1,504,91,31,1,-123148,-420650,FALSE ALARM
NORMAL,0,0,96,20,62,1,58,306,139,1,-357636,-420650,FALSE ALARM
NORMAL,0,0,272,0,508,0,0,490,31,0,-650926,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,60,508,1,504,16,11,1,-261508,-420650,BLOCKED (Correct)
ATTACK,2,512,96,156,124,1,504,512,512,1,-236512,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-795701,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-795701,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,508,1,504,419,431,1,341498,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,341498,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,124,1,504,29,12,0,-565787,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-731196,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-731196,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,15,18,1,9170,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-1277676,-420650,ALLOWED (Correct)
NORMAL,0,0,96,116,62,1,58,71,72,0,-703388,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-703388,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-703388,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,25,11,0,-569665,-420650,MISSED
NORMAL,13,512,96,512,62,1,58,16,178,1,-169569,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-169569,-420650,BLOCKED (Correct)
NORMAL,1,512,96,132,508,1,504,512,512,1,174287,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,7,0,1,174287,-420650,BLOCKED (Correct)
ATTACK,3,512,512,0,508,0,0,42,13,1,174287,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,0,-746636,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-746636,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,17,8,1,-261741,-420650,FALSE ALARM
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,6,512,96,512,62,1,58,15,174,0,-1188111,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-47988,-420650,FALSE ALARM
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,96,164,62,1,58,27,33,0,-759658,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,54,7,0,-730353,-420650,ALLOWED (Correct)
NORMAL,9,512,96,512,62,1,58,14,166,1,-150464,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-150464,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,2,512,96,52,508,1,504,15,13,1,-261314,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,46,0,-757950,-420650,ALLOWED (Correct)
NORMAL,0,0,96,140,62,1,58,20,36,0,-762674,-420650,ALLOWED (Correct)
ATTACK,1,512,96,28,508,1,504,30,12,1,-231752,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,508,1,504,18,9,1,-258776,-420650,FALSE ALARM
NORMAL,0,0,96,140,62,1,58,20,34,0,-762636,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,33,2,0,-762636,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,0,0,0,18,0,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-768279,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-768279,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,14,7,0,-650037,-420650,MISSED
NORMAL,0,0,96,196,62,1,58,18,45,0,-757950,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-768279,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-768279,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,113,38,1,-92190,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-92190,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-92190,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,133,45,1,-64673,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,3,512,96,60,508,1,504,512,512,1,172175,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,172175,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,0,-566487,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,32,16,1,-225195,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-263142,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,55,33,1,-172316,-420650,BLOCKED (Correct)
ATTACK,4,512,96,92,508,1,504,263,309,1,133746,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,46,18,1,-196496,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,1,261909,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,261909,-420650,BLOCKED (Correct)
NORMAL,0,0,96,212,62,1,58,18,49,0,-1276398,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,23,10,1,-246561,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-246561,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-246561,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-742823,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-539376,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,113,38,1,-92190,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-92190,-420650,BLOCKED (Correct)
ATTACK,3,512,96,84,124,1,504,14,19,0,-582801,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-582801,-420650,ALLOWED (Correct)
ATTACK,30,512,512,92,508,0,120,484,512,0,-582801,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,285833,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-746636,-420650,ALLOWED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,0,-758282,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,92,124,1,504,10,6,0,-584253,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-584253,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,508,1,504,13,7,1,-265034,-420650,FALSE ALARM
NORMAL,0,0,96,268,62,1,58,17,63,0,-1276218,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,32,13,1,-226495,-420650,BLOCKED (Correct)
ATTACK,12,512,512,0,508,0,0,13,33,1,-226495,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,124,1,504,10,6,0,-584253,-420650,MISSED
ATTACK,1,512,96,36,508,1,504,95,39,1,-118139,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,91,58,0,-707719,-420650,ALLOWED (Correct)
NORMAL,0,0,96,452,62,1,58,32,146,0,-1230528,-420650,ALLOWED (Correct)
NORMAL,0,0,96,300,124,1,504,11,19,0,-583024,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,53,24,0,-742450,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-542786,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-542786,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,245856,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,276,62,1,58,17,62,0,-1276667,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-1276667,-420650,MISSED
ATTACK,0,0,96,44,124,1,504,29,12,0,-565787,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,33,2,0,-565787,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,29,12,1,-233153,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,14,7,1,-265034,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,32,13,0,-563002,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
ATTACK,1,512,96,512,124,1,504,23,43,0,-568704,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-568704,-420650,MISSED
NORMAL,0,0,96,44,62,1,58,32,16,0,-756346,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-565787,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,56,8,0,-730998,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,94,33,1,-117571,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-725129,-420650,ALLOWED (Correct)
NORMAL,4,512,96,512,62,1,58,14,166,0,-1197797,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,96,84,124,1,504,15,16,0,-583358,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,30,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-44267,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,512,40,1,80873,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-566487,-420650,MISSED
NORMAL,2,512,96,212,62,1,58,16,45,0,-758282,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,263,16,1,-106530,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-754208,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,71,30,1,-146937,-420650,BLOCKED (Correct)
ATTACK,6,512,512,0,508,0,0,10,13,1,-146937,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-146937,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,392,277,1,273418,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,337,512,1,-297909,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,14,1,1,-48701,-420650,BLOCKED (Correct)
NORMAL,0,0,96,316,62,1,58,17,70,0,-1273514,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,38,15,1,-215372,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,254,16,1,227702,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,241,142,1,75232,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,27,33,0,-759658,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,254,16,1,-108337,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-726669,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,179,11,1,-90218,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-90218,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-47988,-420650,FALSE ALARM
NORMAL,0,0,96,276,62,1,58,17,62,1,55640,-420650,FALSE ALARM
NORMAL,0,0,272,0,508,0,0,254,16,1,-108337,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,1,49868,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-754208,-420650,ALLOWED (Correct)
NORMAL,0,0,96,92,62,1,58,46,57,0,-735895,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-735895,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,-47988,-420650,BLOCKED (Correct)
