label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-739329,-420650
NORMAL,0,0,96,20,508,1,504,91,31,1,637040,-420650
NORMAL,0,0,96,20,62,1,58,306,139,1,-214439,-420650
NORMAL,0,0,272,0,508,0,0,490,31,1,-53119,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,695546,-420650
ATTACK,0,0,96,60,508,1,504,16,11,1,782810,-420650
ATTACK,2,512,96,156,124,1,504,512,512,1,732254,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,44,508,1,504,419,431,1,904053,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,1,512,96,36,124,1,504,29,12,1,1189898,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,272,12,62,0,58,59,8,1,1304797,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-166964,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,84,124,1,504,15,18,1,1348846,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-424122,-420650
NORMAL,0,0,96,116,62,1,58,71,72,0,-620255,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,36,124,1,504,25,11,1,1188170,-420650
NORMAL,13,512,96,512,62,1,58,16,178,0,-1292005,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,1,512,96,132,508,1,504,512,512,1,-259741,-420650
ATTACK,0,0,512,0,508,0,0,7,0,1,-166964,-420650
ATTACK,3,512,512,0,508,0,0,42,13,1,-166964,-420650
NORMAL,0,0,96,68,62,1,58,48,25,0,-727483,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,96,20,508,1,504,17,8,1,660289,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-777223,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,451469,-420650
NORMAL,6,512,96,512,62,1,58,15,174,0,-639652,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-166964,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,96,164,62,1,58,27,33,0,-630125,-420650
NORMAL,0,0,272,12,62,0,58,54,7,0,-476611,-420650
NORMAL,9,512,96,512,62,1,58,14,166,0,-1285066,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,2,512,96,52,508,1,504,15,13,1,753334,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
NORMAL,0,0,96,196,62,1,58,18,46,0,-693467,-420650
NORMAL,0,0,96,140,62,1,58,20,36,0,-733107,-420650
ATTACK,1,512,96,28,508,1,504,30,12,1,680656,-420650
NORMAL,0,0,96,36,508,1,504,18,9,1,709036,-420650
NORMAL,0,0,96,140,62,1,58,20,34,0,-724724,-420650
ATTACK,0,0,512,0,508,0,0,33,2,1,-166964,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,0,0,0,18,0,1,-166964,-420650
NORMAL,0,0,96,28,62,1,58,14,4,0,-815210,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,683971,-420650
NORMAL,0,0,96,196,62,1,58,18,45,0,-734450,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,96,28,62,1,58,14,4,0,-815210,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,96,20,508,1,504,113,38,1,631464,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-166964,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,96,20,508,1,504,133,45,1,638289,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,3,512,96,60,508,1,504,512,512,0,-433730,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,96,28,124,1,504,28,12,1,1167165,-420650
ATTACK,1,512,96,28,508,1,504,32,16,1,674822,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,1,512,96,44,508,1,504,55,33,1,857353,-420650
ATTACK,4,512,96,92,508,1,504,263,309,1,669566,-420650
ATTACK,0,0,96,20,508,1,504,46,18,1,641329,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,96,212,62,1,58,18,49,0,-1922826,-420650
ATTACK,0,0,96,20,508,1,504,23,10,1,657190,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-1864141,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-507477,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,601134,-420650
ATTACK,0,0,96,20,508,1,504,113,38,0,-1915246,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-166964,-420650
ATTACK,3,512,96,84,124,1,504,14,19,1,105624,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-166964,-420650
ATTACK,30,512,512,92,508,0,120,484,512,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,496997,-420650
NORMAL,1,512,96,68,62,1,58,48,25,0,-727483,-420650
NORMAL,0,0,96,212,62,1,58,16,45,0,-1923518,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,92,124,1,504,10,6,1,1386669,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,0,0,96,20,508,1,504,13,7,1,658730,-420650
NORMAL,0,0,96,268,62,1,58,17,63,0,-1806436,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,1308966,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,0,0,96,20,508,1,504,32,13,1,654443,-420650
ATTACK,12,512,512,0,508,0,0,13,33,1,-31915,-420650
ATTACK,1,512,96,28,124,1,504,10,6,1,1163211,-420650
ATTACK,1,512,96,36,508,1,504,95,39,1,675376,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,91,58,0,-627364,-420650
NORMAL,0,0,96,452,62,1,58,32,146,0,-1462605,-420650
NORMAL,0,0,96,300,124,1,504,11,19,1,1114144,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-718351,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,276,62,1,58,17,62,0,-1786816,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,96,44,124,1,504,29,12,1,935083,-420650
ATTACK,0,0,512,0,508,0,0,33,2,1,-31915,-420650
ATTACK,0,0,96,20,508,1,504,29,12,1,654682,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,683971,-420650
ATTACK,0,0,96,28,124,1,504,32,13,1,1170653,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,1,512,96,512,124,1,504,23,43,1,1639918,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
NORMAL,0,0,96,44,62,1,58,32,16,0,-785880,-420650
ATTACK,0,0,96,28,124,1,504,29,12,1,1167928,-420650
NORMAL,0,0,272,12,62,0,58,56,8,0,-475554,-420650
ATTACK,0,0,96,20,508,1,504,94,33,1,637094,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
NORMAL,4,512,96,512,62,1,58,14,166,0,-1285066,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,84,124,1,504,15,16,1,1350028,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,512,40,1,874886,-420650
ATTACK,0,0,96,28,124,1,504,29,12,1,1167165,-420650
NORMAL,2,512,96,212,62,1,58,16,45,0,-1924238,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,263,16,1,-182730,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-748191,-420650
ATTACK,0,0,96,28,508,1,504,71,30,0,-649252,-420650
ATTACK,6,512,512,0,508,0,0,10,13,1,-31915,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,96,36,508,1,504,392,277,1,901025,-420650
NORMAL,0,0,96,164,62,1,58,337,512,0,-1270872,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650
NORMAL,0,0,96,316,62,1,58,17,70,0,-1652862,-420650
ATTACK,0,0,96,28,508,1,504,38,15,1,851908,-420650
ATTACK,0,0,272,0,508,0,0,254,16,1,-182927,-420650
ATTACK,1,512,96,44,508,1,504,241,142,1,699959,-420650
NORMAL,0,0,96,164,62,1,58,27,33,0,-696923,-420650
ATTACK,0,0,272,0,508,0,0,254,16,1,566427,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-507477,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,179,11,1,-33638,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,-31915,-420650
NORMAL,0,0,96,276,62,1,58,17,62,0,-1786816,-420650
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-748191,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,485412,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,36,23,1,-227044,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-674544,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,36,23,1,641335,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-860648,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,-31915,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-681605,-420650
ATTACK,25,512,512,92,508,0,120,484,512,1,98598,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,1253732,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,44,508,1,504,474,512,1,1060636,-420650
ATTACK,0,0,96,36,508,1,504,18,9,1,709036,-420650
NORMAL,0,0,96,20,508,1,504,30,12,1,655490,-420650
NORMAL,1,512,96,20,508,1,504,231,106,1,664503,-420650
NORMAL,0,0,96,20,62,1,58,306,139,1,-214439,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,687795,-420650
ATTACK,0,0,272,4,508,0,120,30,2,1,686714,-420650
NORMAL,1,512,96,68,62,1,58,48,25,1,638668,-420650
ATTACK,2,512,96,28,124,1,504,10,5,1,1165576,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,658730,-420650
ATTACK,0,0,96,44,508,1,504,14,11,1,731129,-420650
NORMAL,0,0,96,20,508,1,504,113,38,1,631464,-420650
NORMAL,0,0,96,68,62,1,58,53,24,1,308562,-420650
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650
ATTACK,2,512,96,116,124,1,504,512,512,1,654279,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,98598,-420650
ATTACK,0,0,96,20,508,1,504,135,54,1,629961,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,98598,-420650
ATTACK,0,0,96,20,508,1,504,37,15,1,653473,-420650
ATTACK,1,512,96,52,508,1,504,21,14,1,753066,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-475713,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,98598,-420650
ATTACK,1,512,96,148,124,1,504,512,512,1,719568,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,164,62,1,58,337,512,1,-261765,-420650
NORMAL,1,512,96,512,62,1,58,16,179,0,-1290274,-420650
ATTACK,1,512,512,0,508,0,0,18,7,1,98598,-420650
NORMAL,0,0,96,292,62,1,58,17,65,1,707796,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-718351,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,1,512,96,20,508,1,504,14,7,1,658730,-420650
NORMAL,0,0,96,512,124,1,504,17,26,1,1668805,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,28,508,1,504,20,9,1,683248,-420650
NORMAL,0,0,96,164,62,1,58,339,512,1,351205,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,244,62,1,58,18,56,0,-1864141,-420650
ATTACK,2,512,96,84,124,1,504,14,19,1,1347407,-420650
ATTACK,0,0,512,0,508,0,0,14,1,1,98598,-420650
ATTACK,4,512,96,132,124,1,504,512,512,1,685056,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
NORMAL,0,0,96,156,62,1,58,345,512,0,-1262106,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,695546,-420650
NORMAL,0,0,96,68,62,1,58,36,23,1,506512,-420650
ATTACK,0,0,96,44,508,1,504,48,26,1,714277,-420650
ATTACK,0,0,96,28,508,1,504,11,7,1,683971,-420650
ATTACK,0,0,96,28,124,1,504,29,12,1,1167165,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,98598,-420650
ATTACK,0,0,96,28,508,1,504,82,29,1,664299,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,28,508,1,504,14,7,1,683971,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,20,508,1,504,64,23,1,645956,-420650
ATTACK,0,0,96,28,508,1,504,18,9,1,900110,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,98598,-420650
ATTACK,2,512,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-461829,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,68,62,1,58,48,25,0,-727483,-420650
NORMAL,0,0,96,28,124,1,504,28,12,1,1167165,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,20,508,1,504,34,14,1,652228,-420650
ATTACK,0,0,96,28,124,1,504,23,10,1,1162957,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,20,508,1,504,14,7,1,658730,-420650
ATTACK,0,0,272,0,508,0,0,44,3,1,379129,-420650
NORMAL,0,0,272,4,62,0,58,20,1,0,-507477,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-475713,-420650
ATTACK,0,0,96,20,508,1,504,65,23,1,644519,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,2,512,96,324,124,1,504,11,21,1,1211625,-420650
NORMAL,0,0,96,212,62,1,58,16,45,0,-1924238,-420650
ATTACK,0,0,96,132,124,1,504,36,21,1,1545935,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,98598,-420650
NORMAL,0,0,96,20,508,1,504,113,38,1,631464,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,4,508,0,120,59,8,1,105069,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,96,212,62,1,58,16,45,0,-926089,-420650
ATTACK,0,0,96,76,124,1,504,25,13,1,1326419,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,105069,-420650
NORMAL,3,512,96,68,62,1,58,36,23,0,-748191,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,244,62,1,58,17,55,0,-1865141,-420650
ATTACK,1,512,96,52,508,1,504,512,512,0,-445319,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,1,512,96,28,508,1,504,16,8,0,-590181,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,96,164,62,1,58,346,512,0,-1262668,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,96,36,508,1,504,27,14,1,702900,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,36,508,1,504,92,38,1,679460,-420650
ATTACK,0,0,96,28,508,1,504,80,28,1,666431,-420650
NORMAL,47,130,512,0,2,0,0,19,5,1,105069,-420650
ATTACK,0,0,96,36,508,1,504,66,29,1,687333,-420650
NORMAL,0,0,272,0,508,0,0,265,16,1,-183540,-420650
NORMAL,0,0,96,68,62,1,58,53,24,0,-718351,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,7,512,96,84,124,1,504,14,19,1,868400,-420650
ATTACK,0,0,512,0,508,0,0,33,2,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,1352756,-420650
ATTACK,1,512,96,148,124,1,504,512,512,1,716660,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,56,512,512,0,508,0,0,123,407,1,105069,-420650
ATTACK,1,512,96,28,508,1,504,41,16,1,683981,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,124,1,504,23,10,1,1164280,-420650
NORMAL,0,0,96,4,124,1,504,70,15,1,1119501,-420650
NORMAL,0,0,272,12,62,0,58,59,8,0,-475713,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-450675,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,36,62,1,58,53,16,0,-774451,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,56,512,512,0,508,0,0,123,229,1,105069,-420650
NORMAL,0,0,96,28,62,1,58,14,4,0,-815210,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,683971,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,272,0,508,0,0,16,1,0,-479792,-420650
NORMAL,0,0,96,20,508,1,504,14,7,1,740742,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,28,508,1,504,68,24,1,670500,-420650
NORMAL,0,0,512,0,0,0,0,11,0,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,1,512,96,44,508,1,504,490,512,1,1095785,-420650
NORMAL,0,0,96,140,62,1,58,20,34,0,-705828,-420650
ATTACK,0,0,96,28,124,1,504,10,6,1,795940,-420650
NORMAL,0,0,96,276,62,1,58,17,62,0,-1786816,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,36,124,1,504,28,12,1,1189028,-420650
NORMAL,1,512,96,36,124,1,504,27,14,1,892645,-420650
NORMAL,1,512,96,44,508,1,504,18,12,1,729689,-420650
ATTACK,1,512,96,44,508,1,504,14,9,1,734120,-420650
ATTACK,0,0,96,20,508,1,504,37,14,1,653473,-420650
NORMAL,0,0,96,164,62,1,58,28,32,0,-647675,-420650
ATTACK,52,78,272,0,508,0,0,254,32,1,-162683,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,1,512,96,28,508,1,504,14,7,1,683971,-420650
ATTACK,0,0,96,20,508,1,504,68,24,1,642780,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,96,28,124,1,504,10,5,1,1165576,-420650
NORMAL,0,0,96,68,62,1,58,36,23,0,-748191,-420650
ATTACK,0,0,96,36,508,1,504,32,16,1,700681,-420650
ATTACK,0,0,272,0,508,0,0,7,0,1,469112,-420650
ATTACK,56,512,512,0,508,0,0,41,80,1,105069,-420650
ATTACK,0,0,96,44,508,1,504,27,16,1,725123,-420650
NORMAL,0,0,96,92,62,1,58,46,57,0,-674544,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,108,7,1,185480,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,96,20,508,1,504,13,7,1,658730,-420650
NORMAL,0,0,272,4,62,0,58,24,1,0,-504938,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,96,52,508,1,504,382,270,1,919600,-420650
NORMAL,0,0,96,164,62,1,58,347,512,1,353431,-420650
NORMAL,14,512,96,512,62,1,58,27,243,0,-1418657,-420650
ATTACK,1,512,96,36,508,1,504,32,16,1,699485,-420650
ATTACK,15,512,512,0,508,0,0,124,67,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,512,44,1,-27028,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,272,4,62,0,58,21,1,1,1197065,-420650
ATTACK,1,512,96,28,508,1,504,16,8,1,683624,-420650
NORMAL,0,0,96,212,62,1,58,16,45,0,-1924238,-420650
NORMAL,0,0,96,276,62,1,58,17,62,0,-1786816,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,1,512,96,84,508,1,504,512,512,1,-377679,-420650
NORMAL,0,0,96,68,62,1,58,113,70,0,-582811,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,96,292,62,1,58,17,65,0,-1731133,-420650
ATTACK,0,0,96,28,508,1,504,16,8,1,683624,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,96,92,62,1,58,76,66,0,-624325,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650
ATTACK,0,0,96,36,124,1,504,10,5,1,1193152,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
NORMAL,0,0,272,12,62,0,58,53,7,0,-475738,-420650
ATTACK,1,512,96,28,508,1,504,39,15,1,676984,-420650
NORMAL,1,512,96,164,62,1,58,19,39,0,-722961,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
ATTACK,0,0,512,0,508,0,0,26,2,1,105069,-420650
NORMAL,1,512,96,28,508,1,504,14,7,1,683971,-420650
NORMAL,0,0,96,500,62,1,58,20,121,0,-1300234,-420650
ATTACK,14,512,512,0,508,0,0,10,13,1,105069,-420650
ATTACK,0,0,512,0,508,0,0,38,2,1,105069,-420650
NORMAL,0,0,96,28,508,1,504,14,7,1,683971,-420650
NORMAL,0,0,96,364,62,1,58,16,80,0,-1539106,-420650
ATTACK,0,0,96,36,124,1,504,28,12,1,1188497,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650
