label,dur,rate,proto,dpkts,sttl,dwin,dttl,smean,sbytes,decision,nn_output,threshold,result
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,490,31,1,-53119,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,60,508,1,504,16,11,1,-375221,-420650,BLOCKED (Correct)
ATTACK,2,512,96,156,124,1,504,512,512,0,-1023385,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,44,508,1,504,419,431,1,143665,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,143665,-420650,BLOCKED (Correct)
ATTACK,1,512,96,36,124,1,504,29,12,0,-816417,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,0,-736762,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,1287047,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,84,124,1,504,15,18,0,-814139,-420650,MISSED
NORMAL,0,0,96,244,62,1,58,18,56,0,-2221642,-420650,ALLOWED (Correct)
NORMAL,0,0,96,116,62,1,58,71,72,0,-915512,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-915512,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-915512,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,124,1,504,25,11,0,-816220,-420650,MISSED
NORMAL,13,512,96,512,62,1,58,16,178,0,-2087071,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2087071,-420650,MISSED
NORMAL,1,512,96,132,508,1,504,512,512,0,-698244,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,7,0,0,-698244,-420650,MISSED
ATTACK,3,512,512,0,508,0,0,42,13,0,-698244,-420650,MISSED
NORMAL,0,0,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-991181,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,17,8,1,-383670,-420650,FALSE ALARM
NORMAL,0,0,96,196,62,1,58,18,45,0,-994960,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,6,512,96,512,62,1,58,15,174,0,-2091840,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,451469,-420650,FALSE ALARM
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,96,164,62,1,58,27,33,0,-998170,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,54,7,0,-740274,-420650,ALLOWED (Correct)
NORMAL,9,512,96,512,62,1,58,14,166,0,-2101426,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2101426,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,16,8,1,845581,-420650,BLOCKED (Correct)
ATTACK,2,512,96,52,508,1,504,15,13,1,819682,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,46,1,201669,-420650,FALSE ALARM
NORMAL,0,0,96,140,62,1,58,20,36,0,-999153,-420650,ALLOWED (Correct)
ATTACK,1,512,96,28,508,1,504,30,12,1,-377676,-420650,BLOCKED (Correct)
NORMAL,0,0,96,36,508,1,504,18,9,1,-380755,-420650,FALSE ALARM
NORMAL,0,0,96,140,62,1,58,20,34,0,-999643,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,33,2,0,-999643,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,0,0,0,18,0,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,0,-1029047,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-1029047,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
NORMAL,0,0,96,196,62,1,58,18,45,0,-994960,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,62,1,58,14,4,1,527425,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,527425,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,113,38,1,-354172,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-354172,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,-354172,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,133,45,1,-349806,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,3,512,96,60,508,1,504,512,512,0,-701006,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-701006,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,28,12,0,-815985,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,32,16,1,-367955,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,55,33,1,248917,-420650,BLOCKED (Correct)
ATTACK,4,512,96,92,508,1,504,263,309,1,-23189,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,46,18,1,-367580,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-750623,-420650,MISSED
NORMAL,0,0,96,212,62,1,58,18,49,0,-990726,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,23,10,1,-381220,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-381220,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-381220,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-983042,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-754765,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,113,38,1,-354172,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-354172,-420650,BLOCKED (Correct)
ATTACK,3,512,96,84,124,1,504,14,19,0,-813016,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-813016,-420650,ALLOWED (Correct)
ATTACK,30,512,512,92,508,0,120,484,512,0,-813016,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,0,-997817,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,92,124,1,504,10,6,0,-823431,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-823431,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
NORMAL,0,0,96,20,508,1,504,13,7,1,-382677,-420650,FALSE ALARM
NORMAL,0,0,96,268,62,1,58,17,63,1,-106268,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,918681,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,32,13,1,-375063,-420650,BLOCKED (Correct)
ATTACK,12,512,512,0,508,0,0,13,33,1,-375063,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,124,1,504,10,6,0,-823431,-420650,MISSED
ATTACK,1,512,96,36,508,1,504,95,39,1,-342094,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,91,58,0,-926228,-420650,ALLOWED (Correct)
NORMAL,0,0,96,452,62,1,58,32,146,0,-2137418,-420650,ALLOWED (Correct)
NORMAL,0,0,96,300,124,1,504,11,19,0,-810402,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,53,24,0,-988346,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,1280773,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,1280773,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,276,62,1,58,17,62,0,-2216706,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-2216706,-420650,MISSED
ATTACK,0,0,96,44,124,1,504,29,12,0,-816417,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,33,2,0,-816417,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,29,12,1,-377162,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,14,7,1,845581,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,32,13,0,-815459,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,1100473,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,1100473,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,1100473,-420650,BLOCKED (Correct)
ATTACK,1,512,96,512,124,1,504,23,43,0,-786167,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-786167,-420650,MISSED
NORMAL,0,0,96,44,62,1,58,32,16,0,-1008999,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-816417,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,56,8,0,-739843,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,94,33,1,-354835,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-597119,-420650,ALLOWED (Correct)
NORMAL,4,512,96,512,62,1,58,14,166,0,-2101426,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,84,124,1,504,15,16,0,-816458,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,512,40,1,-32934,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-815985,-420650,MISSED
NORMAL,2,512,96,212,62,1,58,16,45,0,-2228687,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,263,16,1,-182730,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,71,30,1,-344241,-420650,BLOCKED (Correct)
ATTACK,6,512,512,0,508,0,0,10,13,1,-344241,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-344241,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,392,277,1,105097,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,337,512,1,-14018,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
NORMAL,0,0,96,316,62,1,58,17,70,0,-2210026,-420650,ALLOWED (Correct)
ATTACK,0,0,96,28,508,1,504,38,15,1,-372076,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,254,16,1,-182927,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,241,142,1,-188233,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,27,33,0,-998170,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,254,16,1,-182927,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,0,-435325,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,179,11,1,-33638,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-33638,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,512,0,0,0,0,11,0,1,451469,-420650,FALSE ALARM
NORMAL,0,0,96,276,62,1,58,17,62,0,-2216706,-420650,ALLOWED (Correct)
NORMAL,0,0,272,0,508,0,0,254,16,1,-182927,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
NORMAL,0,0,96,92,62,1,58,46,57,0,-959220,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-959220,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-878351,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,0,-438139,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-438139,-420650,MISSED
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,25,512,512,92,508,0,120,484,512,0,-750623,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,44,508,1,504,474,512,1,222095,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,18,9,1,-380755,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,30,12,1,285787,-420650,FALSE ALARM
NORMAL,1,512,96,20,508,1,504,231,106,1,-221948,-420650,FALSE ALARM
NORMAL,0,0,96,20,62,1,58,306,139,0,-496096,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,1,415860,-420650,BLOCKED (Correct)
ATTACK,0,0,272,4,508,0,120,30,2,1,415860,-420650,BLOCKED (Correct)
NORMAL,1,512,96,68,62,1,58,48,25,0,-991181,-420650,ALLOWED (Correct)
ATTACK,2,512,96,28,124,1,504,10,5,0,-824466,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,14,7,1,-382677,-420650,FALSE ALARM
ATTACK,0,0,96,44,508,1,504,14,11,1,-375901,-420650,BLOCKED (Correct)
NORMAL,0,0,96,20,508,1,504,113,38,1,102195,-420650,FALSE ALARM
NORMAL,0,0,96,68,62,1,58,53,24,0,-988346,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,14,1,1,457637,-420650,BLOCKED (Correct)
ATTACK,2,512,96,116,124,1,504,512,512,0,-1021920,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-1021920,-420650,MISSED
ATTACK,0,0,96,20,508,1,504,135,54,1,-338879,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-338879,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,37,15,1,-373718,-420650,BLOCKED (Correct)
ATTACK,1,512,96,52,508,1,504,21,14,1,354536,-420650,BLOCKED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,0,-736762,-420650,MISSED
ATTACK,1,512,96,148,124,1,504,512,512,0,-1023385,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,337,512,1,-14018,-420650,FALSE ALARM
NORMAL,1,512,96,512,62,1,58,16,179,0,-1780638,-420650,ALLOWED (Correct)
ATTACK,1,512,512,0,508,0,0,18,7,0,-1780638,-420650,MISSED
NORMAL,0,0,96,292,62,1,58,17,65,0,-2215316,-420650,ALLOWED (Correct)
NORMAL,0,0,96,68,62,1,58,53,24,0,-988346,-420650,ALLOWED (Correct)
NORMAL,0,0,272,4,62,0,58,24,1,0,-750623,-420650,ALLOWED (Correct)
ATTACK,1,512,96,20,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
NORMAL,0,0,96,512,124,1,504,17,26,0,-804251,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,30,2,0,-601939,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,20,9,1,673129,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,339,512,0,-1203362,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,18,56,0,-2221642,-420650,ALLOWED (Correct)
ATTACK,2,512,96,84,124,1,504,14,19,0,-813016,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,14,1,0,-813016,-420650,MISSED
ATTACK,4,512,96,132,124,1,504,512,512,0,-1023385,-420650,MISSED
NORMAL,0,0,272,12,62,0,58,53,7,0,-740115,-420650,ALLOWED (Correct)
NORMAL,0,0,96,156,62,1,58,345,512,1,-3565,-420650,FALSE ALARM
NORMAL,0,0,272,12,62,0,58,53,7,0,-740115,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,96,44,508,1,504,48,26,1,-347411,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,11,7,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,29,12,0,-815985,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-815985,-420650,MISSED
ATTACK,0,0,96,28,508,1,504,82,29,1,257972,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,28,508,1,504,14,7,0,-641239,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,64,23,1,-356347,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,18,9,1,-381455,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,451469,-420650,BLOCKED (Correct)
ATTACK,2,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,68,62,1,58,48,25,1,261611,-420650,FALSE ALARM
NORMAL,0,0,96,28,124,1,504,28,12,0,-815985,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,20,508,1,504,34,14,1,-372204,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,23,10,0,-817124,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,260750,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,20,508,1,504,14,7,1,-382677,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,44,3,1,379129,-420650,BLOCKED (Correct)
NORMAL,0,0,272,4,62,0,58,20,1,1,1050201,-420650,FALSE ALARM
NORMAL,0,0,272,12,62,0,58,59,8,0,-736762,-420650,ALLOWED (Correct)
ATTACK,0,0,96,20,508,1,504,65,23,1,-356149,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,2,512,96,324,124,1,504,11,21,0,-807838,-420650,MISSED
NORMAL,0,0,96,212,62,1,58,16,45,0,-2228687,-420650,ALLOWED (Correct)
ATTACK,0,0,96,132,124,1,504,36,21,0,-810060,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-810060,-420650,MISSED
NORMAL,0,0,96,20,508,1,504,113,38,1,-354172,-420650,FALSE ALARM
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,512,4,508,0,120,59,8,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
NORMAL,0,0,96,212,62,1,58,16,45,1,434238,-420650,FALSE ALARM
ATTACK,0,0,96,76,124,1,504,25,13,0,-814750,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-814750,-420650,MISSED
NORMAL,0,0,512,0,0,0,0,11,0,0,-814750,-420650,ALLOWED (Correct)
NORMAL,3,512,96,68,62,1,58,36,23,0,-1000550,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
NORMAL,0,0,96,244,62,1,58,17,55,0,-2222899,-420650,ALLOWED (Correct)
ATTACK,1,512,96,52,508,1,504,512,512,1,291712,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,291712,-420650,BLOCKED (Correct)
ATTACK,1,512,96,28,508,1,504,16,8,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-382049,-420650,BLOCKED (Correct)
NORMAL,0,0,96,164,62,1,58,346,512,1,-2159,-420650,FALSE ALARM
ATTACK,0,0,512,0,508,0,0,38,2,1,-2159,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,27,14,1,-371697,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,36,508,1,504,92,38,1,-342745,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,508,1,504,80,28,1,-354719,-420650,BLOCKED (Correct)
NORMAL,47,130,512,0,2,0,0,19,5,1,-354719,-420650,FALSE ALARM
ATTACK,0,0,96,36,508,1,504,66,29,1,76424,-420650,BLOCKED (Correct)
NORMAL,0,0,272,0,508,0,0,265,16,1,-183540,-420650,FALSE ALARM
NORMAL,0,0,96,68,62,1,58,53,24,0,-804097,-420650,ALLOWED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,7,512,96,84,124,1,504,14,19,0,-813016,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,33,2,0,-813016,-420650,MISSED
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,1,512,96,148,124,1,504,512,512,0,-1023385,-420650,MISSED
ATTACK,0,0,512,0,508,0,0,38,2,0,-1023385,-420650,MISSED
ATTACK,56,512,512,0,508,0,0,123,407,0,-1023385,-420650,MISSED
ATTACK,1,512,96,28,508,1,504,41,16,1,-369682,-420650,BLOCKED (Correct)
ATTACK,0,0,512,0,508,0,0,38,2,1,-369682,-420650,BLOCKED (Correct)
ATTACK,0,0,272,0,508,0,0,16,1,1,451469,-420650,BLOCKED (Correct)
ATTACK,0,0,96,28,124,1,504,23,10,0,-816414,-420650,MISSED
NORMAL,0,0,96,4,124,1,504,70,15,0,-790656,-420650,ALLOWED (Correct)
NORMAL,0,0,272,12,62,0,58,59,8,0,-442428,-420650,ALLOWED (Correct)
